,Crash ID,Crash Total Injury Count,Fatal Crash Flag,Person Injury Severity,Person Not Injured Count,Person Total Injury Count,Contributing Factors,Crash Date,Crash Month,Crash Total Injury Count.1,Day of Week,Hour of Day,Intersecting Street Name,Number of Lanes,Road Class,Roadway Type,Speed Limit,ST_NAME,Surface Condition,Weather Condition,Charge,Citation,Person Age,Person Gender,geometry
4098,19010774,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44753,7,0,MONDAY,12:00 - 12:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035W,1 - DRY,1 - CLEAR,NO CHARGES,No Data,17,2 - FEMALE,POINT (2376286.530438795 7121043.475295453)
4099,19006873,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE; ILL (EXPLAIN IN NARRATIVE),44754,7,0,TUESDAY,18:00 - 18:59,,No Data,CITY STREET,No Data,30,SALADO ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,60,1 - MALE,POINT (2395328.2731187316 7140086.61795932)
4100,19009721,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44754,7,0,TUESDAY,20:00 - 20:59,,No Data,CITY STREET,No Data,20,N WELCH ST,1 - DRY,2 - CLOUDY,FAIL TO STOP OR YIELD ALLEY/DRIVEWAY/BUILDING,10434487,22,1 - MALE,POINT (2383124.5027659093 7127511.0345483245)
4101,19009721,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44754,7,0,TUESDAY,20:00 - 20:59,,No Data,CITY STREET,No Data,20,N WELCH ST,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,64,2 - FEMALE,POINT (2383124.5027659093 7127511.0345483245)
4102,19011132,2,0,B - SUSPECTED MINOR INJURY,0,1,DRIVER INATTENTION; FAILED TO HEED WARNING SIGN,44754,7,2,TUESDAY,13:00 - 13:59,UNKNOWN,No Data,CITY STREET,No Data,30,COLORADO BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,17,1 - MALE,POINT (2397133.082572877 7116079.999006516)
4103,19011132,2,0,B - SUSPECTED MINOR INJURY,0,1,DRIVER INATTENTION; FAILED TO HEED WARNING SIGN,44754,7,2,TUESDAY,13:00 - 13:59,UNKNOWN,No Data,CITY STREET,No Data,30,COLORADO BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,1 - MALE,POINT (2397133.082572877 7116079.999006516)
4104,19011132,2,0,N - NOT INJURED,1,0,DRIVER INATTENTION; FAILED TO HEED WARNING SIGN,44754,7,2,TUESDAY,13:00 - 13:59,UNKNOWN,No Data,CITY STREET,No Data,30,COLORADO BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,31,2 - FEMALE,POINT (2397133.082572877 7116079.999006516)
4105,19011136,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44754,7,0,TUESDAY,17:00 - 17:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",45,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,57,2 - FEMALE,POINT (2395321.9505589237 7104373.000048677)
4106,19011136,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44754,7,0,TUESDAY,17:00 - 17:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",45,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,57,1 - MALE,POINT (2395321.9505589237 7104373.000048677)
4107,19011471,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44754,7,0,TUESDAY,13:00 - 13:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",55,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,17,1 - MALE,POINT (2401605.780549891 7134778.906490246)
4108,19011471,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44754,7,0,TUESDAY,13:00 - 13:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",55,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,56,1 - MALE,POINT (2401605.780549891 7134778.906490246)
4109,19007978,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44755,7,0,WEDNESDAY,13:00 - 13:59,IH0035E,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",30,US0077,1 - DRY,1 - CLEAR,FAIL TO CONTROL SPEED,10379537,19,2 - FEMALE,POINT (2389566.415071719 7121770.7808618415)
4110,19007978,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44755,7,0,WEDNESDAY,13:00 - 13:59,IH0035E,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",30,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,32,1 - MALE,POINT (2389566.415071719 7121770.7808618415)
4111,19007978,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44755,7,0,WEDNESDAY,13:00 - 13:59,IH0035E,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",30,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,26,2 - FEMALE,POINT (2389566.415071719 7121770.7808618415)
4112,19009611,1,0,B - SUSPECTED MINOR INJURY,0,1,DRIVER INATTENTION; TURNED IMPROPERLY - WRONG LANE,44755,7,1,WEDNESDAY,17:00 - 17:59,UNKNOWN,No Data,US & STATE HIGHWAYS,No Data,35,TEASLEY LN,1 - DRY,1 - CLEAR,NO CHARGES,No Data,16,2 - FEMALE,POINT (2389356.3016356495 7121079.025510218)
4113,19009611,1,0,N - NOT INJURED,1,0,DRIVER INATTENTION; TURNED IMPROPERLY - WRONG LANE,44755,7,1,WEDNESDAY,17:00 - 17:59,UNKNOWN,No Data,US & STATE HIGHWAYS,No Data,35,TEASLEY LN,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,1 - MALE,POINT (2389356.3016356495 7121079.025510218)
4114,19009611,1,0,N - NOT INJURED,1,0,DRIVER INATTENTION; TURNED IMPROPERLY - WRONG LANE,44755,7,1,WEDNESDAY,17:00 - 17:59,UNKNOWN,No Data,US & STATE HIGHWAYS,No Data,35,TEASLEY LN,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,2 - FEMALE,POINT (2389356.3016356495 7121079.025510218)
4115,19009707,1,0,N - NOT INJURED,1,0,TURNED IMPROPERLY - WRONG LANE,44755,7,1,WEDNESDAY,11:00 - 11:59,,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,TURNED FROM WRONG LANE,10410820,24,1 - MALE,POINT (2386505.0464940825 7124986.189832308)
4116,19009707,1,0,B - SUSPECTED MINOR INJURY,0,1,TURNED IMPROPERLY - WRONG LANE,44755,7,1,WEDNESDAY,11:00 - 11:59,,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,33,2 - FEMALE,POINT (2386505.0464940825 7124986.189832308)
4117,19009948,0,0,99 - UNKNOWN,0,0,CHANGED LANE WHEN UNSAFE,44755,7,0,WEDNESDAY,11:00 - 11:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035W,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2371932.5193664725 7111633.252981128)
4118,19009949,3,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44755,7,3,WEDNESDAY,16:00 - 16:59,,No Data,CITY STREET,No Data,30,BRINKER RD,1 - DRY,1 - CLEAR,FAIL TO YIELD VEHICLE ENTERING HIGHWAY FROM PRIVATE ROAD OR,10457203,28,1 - MALE,POINT (2397956.112070484 7119886.566936708)
4119,19009949,3,0,C - POSSIBLE INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44755,7,3,WEDNESDAY,16:00 - 16:59,,No Data,CITY STREET,No Data,30,BRINKER RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,22,2 - FEMALE,POINT (2397956.112070484 7119886.566936708)
4120,19009949,3,0,C - POSSIBLE INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44755,7,3,WEDNESDAY,16:00 - 16:59,,No Data,CITY STREET,No Data,30,BRINKER RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,30,1 - MALE,POINT (2397956.112070484 7119886.566936708)
4121,19009949,3,0,C - POSSIBLE INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44755,7,3,WEDNESDAY,16:00 - 16:59,,No Data,CITY STREET,No Data,30,BRINKER RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,27,1 - MALE,POINT (2397956.112070484 7119886.566936708)
4122,19015641,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE;UNDER INFLUENCE - ALCOHOL;OTHER (EXPLAIN IN NARRATIVE),44755,7,0,WEDNESDAY,21:00 - 21:59,,No Data,CITY STREET,No Data,35,S MAYHILL RD,1 - DRY,1 - CLEAR,DWI,No Data,41,2 - FEMALE,POINT (2401207.033185786 7116185.327721114)
4123,19015641,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE;UNDER INFLUENCE - ALCOHOL;OTHER (EXPLAIN IN NARRATIVE),44755,7,0,WEDNESDAY,21:00 - 21:59,,No Data,CITY STREET,No Data,35,S MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,64,1 - MALE,POINT (2401207.033185786 7116185.327721114)
4124,19015641,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE;UNDER INFLUENCE - ALCOHOL;OTHER (EXPLAIN IN NARRATIVE),44755,7,0,WEDNESDAY,21:00 - 21:59,,No Data,CITY STREET,No Data,35,S MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,71,2 - FEMALE,POINT (2401207.033185786 7116185.327721114)
4125,19015641,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE;UNDER INFLUENCE - ALCOHOL;OTHER (EXPLAIN IN NARRATIVE),44755,7,0,WEDNESDAY,21:00 - 21:59,,No Data,CITY STREET,No Data,35,S MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,54,1 - MALE,POINT (2401207.033185786 7116185.327721114)
4126,19015641,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE;UNDER INFLUENCE - ALCOHOL;OTHER (EXPLAIN IN NARRATIVE),44755,7,0,WEDNESDAY,21:00 - 21:59,,No Data,CITY STREET,No Data,35,S MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,30,2 - FEMALE,POINT (2401207.033185786 7116185.327721114)
4127,19015641,0,0,99 - UNKNOWN,0,0,FAILED TO DRIVE IN SINGLE LANE;UNDER INFLUENCE - ALCOHOL;OTHER (EXPLAIN IN NARRATIVE),44755,7,0,WEDNESDAY,21:00 - 21:59,,No Data,CITY STREET,No Data,35,S MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2401207.033185786 7116185.327721114)
4128,19015646,1,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44755,7,1,WEDNESDAY,19:00 - 19:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035W,1 - DRY,1 - CLEAR,NO CHARGES,No Data,18,1 - MALE,POINT (2369368.6023426377 7106453.743433772)
4129,19015646,1,0,C - POSSIBLE INJURY,0,1,CHANGED LANE WHEN UNSAFE,44755,7,1,WEDNESDAY,19:00 - 19:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035W,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,2 - FEMALE,POINT (2369368.6023426377 7106453.743433772)
4130,19015646,1,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44755,7,1,WEDNESDAY,19:00 - 19:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035W,1 - DRY,1 - CLEAR,NO CHARGES,No Data,49,1 - MALE,POINT (2369368.6023426377 7106453.743433772)
4133,19009954,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44756,7,0,THURSDAY,08:00 - 08:59,BI0035X,No Data,INTERSTATE,No Data,60,TX 288 LOOP,1 - DRY,1 - CLEAR,NO CHARGES,No Data,28,1 - MALE,POINT (2372754.2008457235 7142275.170798442)
4134,19009954,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44756,7,0,THURSDAY,08:00 - 08:59,BI0035X,No Data,INTERSTATE,No Data,60,TX 288 LOOP,1 - DRY,1 - CLEAR,NO CHARGES,No Data,27,2 - FEMALE,POINT (2372754.2008457235 7142275.170798442)
4135,19009955,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION; TURNED IMPROPERLY - CUT CORNER ON LEFT,44756,7,0,THURSDAY,07:00 - 07:59,S MAYHILL RD,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,2 - FEMALE,POINT (2399918.352022833 7112750.346201848)
4136,19009955,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION; TURNED IMPROPERLY - CUT CORNER ON LEFT,44756,7,0,THURSDAY,07:00 - 07:59,S MAYHILL RD,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,56,1 - MALE,POINT (2399918.352022833 7112750.346201848)
4137,19011420,0,0,N - NOT INJURED,1,0,LOAD NOT SECURED,44756,7,0,THURSDAY,15:00 - 15:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,INADEQUATE TOWING SAFETY CHAINS,10380270,58,1 - MALE,POINT (2388026.299956498 7120254.421272955)
4138,19011420,0,0,N - NOT INJURED,1,0,LOAD NOT SECURED,44756,7,0,THURSDAY,15:00 - 15:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,48,1 - MALE,POINT (2388026.299956498 7120254.421272955)
4139,19011420,0,0,N - NOT INJURED,1,0,LOAD NOT SECURED,44756,7,0,THURSDAY,15:00 - 15:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,37,2 - FEMALE,POINT (2388026.299956498 7120254.421272955)
4145,19015649,1,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44756,7,1,THURSDAY,18:00 - 18:59,NOTTINGHAM DR,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,40,1 - MALE,POINT (2394483.4711834434 7135355.466184771)
4146,19015649,1,0,A - SUSPECTED SERIOUS INJURY,0,1,DISREGARD STOP SIGN OR LIGHT,44756,7,1,THURSDAY,18:00 - 18:59,NOTTINGHAM DR,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,26,2 - FEMALE,POINT (2394483.4711834434 7135355.466184771)
4147,19017433,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44756,7,0,THURSDAY,07:00 - 07:59,W RYAN RD,2,FARM TO MARKET,"2 LANE, 2 WAY",50,FM1830,1 - DRY,1 - CLEAR,FAIL TO YIELD ROW STOP INTERSECTION,10373793,70,2 - FEMALE,POINT (2384076.3022394567 7108180.760740989)
4148,19017433,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44756,7,0,THURSDAY,07:00 - 07:59,W RYAN RD,2,FARM TO MARKET,"2 LANE, 2 WAY",50,FM1830,1 - DRY,1 - CLEAR,NO CHARGES,No Data,24,2 - FEMALE,POINT (2384076.3022394567 7108180.760740989)
4149,19025957,1,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED,44756,7,1,THURSDAY,14:00 - 14:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,FAILED TO CONTROL SPEED,10367285,21,2 - FEMALE,POINT (2372491.500500804 7158426.76863159)
4150,19025957,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44756,7,1,THURSDAY,14:00 - 14:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,34,1 - MALE,POINT (2372491.500500804 7158426.76863159)
4151,19025957,1,0,99 - UNKNOWN,0,0,FAILED TO CONTROL SPEED,44756,7,1,THURSDAY,14:00 - 14:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,23,2 - FEMALE,POINT (2372491.500500804 7158426.76863159)
4152,19026491,0,0,N - NOT INJURED,1,0,UNDER INFLUENCE - ALCOHOL,44756,7,0,THURSDAY,23:00 - 23:59,W COLLINS ST,No Data,CITY STREET,No Data,-1,S LOCUST ST,1 - DRY,1 - CLEAR,DWI,No Data,37,2 - FEMALE,POINT (2386684.9545133123 7123722.130928028)
4153,19026491,0,0,N - NOT INJURED,1,0,UNDER INFLUENCE - ALCOHOL,44756,7,0,THURSDAY,23:00 - 23:59,W COLLINS ST,No Data,CITY STREET,No Data,-1,S LOCUST ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,24,2 - FEMALE,POINT (2386684.9545133123 7123722.130928028)
4154,19026491,0,0,N - NOT INJURED,1,0,UNDER INFLUENCE - ALCOHOL,44756,7,0,THURSDAY,23:00 - 23:59,W COLLINS ST,No Data,CITY STREET,No Data,-1,S LOCUST ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,1 - MALE,POINT (2386684.9545133123 7123722.130928028)
4155,19031815,0,0,99 - UNKNOWN,0,0,DRIVER INATTENTION,44756,7,0,THURSDAY,09:00 - 09:59,,No Data,CITY STREET,No Data,30,STOCKBRIDGE RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2399187.7302462407 7116908.053121312)
4156,19011412,0,0,99 - UNKNOWN,0,0,DRIVER INATTENTION,44757,7,0,FRIDAY,13:00 - 13:59,HOBSON RD,No Data,CITY STREET,No Data,30,FORRESTRIDGE DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,65,1 - MALE,POINT (2387784.654427046 7113519.391521397)
4157,19011412,0,0,99 - UNKNOWN,0,0,DRIVER INATTENTION,44757,7,0,FRIDAY,13:00 - 13:59,HOBSON RD,No Data,CITY STREET,No Data,30,FORRESTRIDGE DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,23,1 - MALE,POINT (2387784.654427046 7113519.391521397)
4158,19011412,0,0,99 - UNKNOWN,0,0,DRIVER INATTENTION,44757,7,0,FRIDAY,13:00 - 13:59,HOBSON RD,No Data,CITY STREET,No Data,30,FORRESTRIDGE DR,1 - DRY,1 - CLEAR,NO DRIVERS LICENSE,10364788,30,1 - MALE,POINT (2387784.654427046 7113519.391521397)
4159,19011412,0,0,99 - UNKNOWN,0,0,DRIVER INATTENTION,44757,7,0,FRIDAY,13:00 - 13:59,HOBSON RD,No Data,CITY STREET,No Data,30,FORRESTRIDGE DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,40,1 - MALE,POINT (2387784.654427046 7113519.391521397)
4160,19011415,0,0,99 - UNKNOWN,0,0,ROAD RAGE,44757,7,0,FRIDAY,12:00 - 12:59,US0077,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",55,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,1 - MALE,POINT (2372596.2332588285 7145223.766642534)
4161,19011415,0,0,N - NOT INJURED,1,0,ROAD RAGE,44757,7,0,FRIDAY,12:00 - 12:59,US0077,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",55,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,64,2 - FEMALE,POINT (2372596.2332588285 7145223.766642534)
4162,19011418,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44757,7,1,FRIDAY,12:00 - 12:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",60,FM2164,1 - DRY,1 - CLEAR,FAIL TO CONTROL SPEED,10439758,19,1 - MALE,POINT (2386822.0985687557 7145289.886627496)
4163,19011418,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44757,7,1,FRIDAY,12:00 - 12:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",60,FM2164,1 - DRY,1 - CLEAR,NO CHARGES,No Data,15,2 - FEMALE,POINT (2386822.0985687557 7145289.886627496)
4164,19011418,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44757,7,1,FRIDAY,12:00 - 12:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",60,FM2164,1 - DRY,1 - CLEAR,NO CHARGES,No Data,39,1 - MALE,POINT (2386822.0985687557 7145289.886627496)
4165,19011418,1,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED,44757,7,1,FRIDAY,12:00 - 12:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",60,FM2164,1 - DRY,1 - CLEAR,NO CHARGES,No Data,65,2 - FEMALE,POINT (2386822.0985687557 7145289.886627496)
4166,19011418,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44757,7,1,FRIDAY,12:00 - 12:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",60,FM2164,1 - DRY,1 - CLEAR,NO CHARGES,No Data,48,2 - FEMALE,POINT (2386822.0985687557 7145289.886627496)
4167,19011473,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY,44757,7,0,FRIDAY,13:00 - 13:59,,2,US & STATE HIGHWAYS,"2 LANE, 2 WAY",50,US0377,1 - DRY,1 - CLEAR,BACKING WHEN UNSAFE,10442270,61,1 - MALE,POINT (2384440.3790447563 7119943.3381106565)
4168,19011473,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY,44757,7,0,FRIDAY,13:00 - 13:59,,2,US & STATE HIGHWAYS,"2 LANE, 2 WAY",50,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,17,1 - MALE,POINT (2384440.3790447563 7119943.3381106565)
4169,19011473,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY,44757,7,0,FRIDAY,13:00 - 13:59,,2,US & STATE HIGHWAYS,"2 LANE, 2 WAY",50,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,18,1 - MALE,POINT (2384440.3790447563 7119943.3381106565)
4170,19012001,1,0,B - SUSPECTED MINOR INJURY,0,1,OTHER (EXPLAIN IN NARRATIVE),44757,7,1,FRIDAY,10:00 - 10:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,22,2 - FEMALE,POINT (2402147.8055257476 7110905.97541296)
4171,19012003,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44757,7,1,FRIDAY,15:00 - 15:59,N MASCH BRANCH RD,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0380,1 - DRY,1 - CLEAR,"FAIL TO YIELD ROW MAKING LEFT TURN, FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","10439759, 10439759",39,1 - MALE,POINT (2366838.7985536596 7133213.464421757)
4172,19012003,1,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44757,7,1,FRIDAY,15:00 - 15:59,N MASCH BRANCH RD,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0380,1 - DRY,1 - CLEAR,NO DRIVERS LICENSE,10439760,15,1 - MALE,POINT (2366838.7985536596 7133213.464421757)
4173,19012987,0,0,N - NOT INJURED,1,0,DISTRACTION IN VEHICLE,44757,7,0,FRIDAY,14:00 - 14:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,38,2 - FEMALE,POINT (2380908.4393327693 7123640.328848952)
4174,19016344,2,0,C - POSSIBLE INJURY,0,1,FAILED TO CONTROL SPEED; FAILED TO DRIVE IN SINGLE LANE; UNDER INFLUENCE - DRUG,44757,7,2,FRIDAY,18:00 - 18:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,DRIVING WHILE INTOXICATED,No Data,27,1 - MALE,POINT (2383074.609732028 7122038.506689661)
4175,19016344,2,0,C - POSSIBLE INJURY,0,1,FAILED TO CONTROL SPEED; FAILED TO DRIVE IN SINGLE LANE; UNDER INFLUENCE - DRUG,44757,7,2,FRIDAY,18:00 - 18:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,24,1 - MALE,POINT (2383074.609732028 7122038.506689661)
4176,19020810,2,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED; FAILED TO DRIVE IN SINGLE LANE,44757,7,2,FRIDAY,11:00 - 11:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,66,1 - MALE,POINT (2372488.3819119064 7157987.074417492)
4177,19020810,2,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED; FAILED TO DRIVE IN SINGLE LANE,44757,7,2,FRIDAY,11:00 - 11:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,68,2 - FEMALE,POINT (2372488.3819119064 7157987.074417492)
4178,19026495,1,0,C - POSSIBLE INJURY,0,1,FAILED TO CONTROL SPEED;CELL/MOBILE DEVICE USE - TALKING,44757,7,1,FRIDAY,18:00 - 18:59,,No Data,CITY STREET,No Data,30,MARSHALL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,24,2 - FEMALE,POINT (2370788.9319668342 7135129.637619725)
4179,19028235,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION,44757,7,0,FRIDAY,21:00 - 21:59,IH0035E,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,68,2 - FEMALE,POINT (2394797.9317108076 7117920.8923902)
4180,19028235,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION,44757,7,0,FRIDAY,21:00 - 21:59,IH0035E,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,23,1 - MALE,POINT (2394797.9317108076 7117920.8923902)
4181,19012991,0,0,N - NOT INJURED,1,0,DISREGARD STOP AND GO SIGNAL,44758,7,0,SATURDAY,15:00 - 15:59,UNKNOWN,No Data,CITY STREET,No Data,35,BRINKER RD,1 - DRY,1 - CLEAR,RAN RED LIGHT,10418918,49,2 - FEMALE,POINT (2397056.5451200227 7116195.521545985)
